{'n_estimators': 10, 'criterion': 'gini', 'max_features': 'sqrt', 'warm_start': True} 	 Accuracy:0.9368
{'n_estimators': 25, 'criterion': 'gini', 'max_features': 'log2', 'warm_start': True} 	 Accuracy:0.9471
{'n_estimators': 25, 'criterion': 'gini', 'max_features': 'log2', 'warm_start': False} 	 Accuracy:0.9476
{'n_estimators': 25, 'criterion': 'entropy', 'max_features': 'sqrt', 'warm_start': True} 	 Accuracy:0.9459
{'n_estimators': 25, 'criterion': 'entropy', 'max_features': 'sqrt', 'warm_start': False} 	 Accuracy:0.94855
{'n_estimators': 25, 'criterion': 'entropy', 'max_features': 'log2', 'warm_start': True} 	 Accuracy:0.9454
{'n_estimators': 25, 'criterion': 'entropy', 'max_features': 'log2', 'warm_start': False} 	 Accuracy:0.9457
{'n_estimators': 25, 'criterion': 'log_loss', 'max_features': 'sqrt', 'warm_start': True} 	 Accuracy:0.9467
{'n_estimators': 25, 'criterion': 'log_loss', 'max_features': 'sqrt', 'warm_start': False} 	 Accuracy:0.9465
{'n_estimators': 25, 'criterion': 'log_loss', 'max_features': 'log2', 'warm_start': True} 	 Accuracy:0.94575
{'n_estimators': 25, 'criterion': 'log_loss', 'max_features': 'log2', 'warm_start': False} 	 Accuracy:0.94675
{'n_estimators': 30, 'criterion': 'gini', 'max_features': 'sqrt', 'warm_start': True} 	 Accuracy:0.94795
{'n_estimators': 30, 'criterion': 'gini', 'max_features': 'sqrt', 'warm_start': False} 	 Accuracy:0.94895
{'n_estimators': 30, 'criterion': 'gini', 'max_features': 'log2', 'warm_start': True} 	 Accuracy:0.9469
{'n_estimators': 30, 'criterion': 'gini', 'max_features': 'log2', 'warm_start': False} 	 Accuracy:0.94695
{'n_estimators': 30, 'criterion': 'entropy', 'max_features': 'sqrt', 'warm_start': True} 	 Accuracy:0.9481
{'n_estimators': 30, 'criterion': 'entropy', 'max_features': 'sqrt', 'warm_start': False} 	 Accuracy:0.94655
{'n_estimators': 30, 'criterion': 'entropy', 'max_features': 'log2', 'warm_start': True} 	 Accuracy:0.9476
{'n_estimators': 30, 'criterion': 'entropy', 'max_features': 'log2', 'warm_start': False} 	 Accuracy:0.94765
{'n_estimators': 30, 'criterion': 'log_loss', 'max_features': 'sqrt', 'warm_start': True} 	 Accuracy:0.947
{'n_estimators': 30, 'criterion': 'log_loss', 'max_features': 'sqrt', 'warm_start': False} 	 Accuracy:0.9473
{'n_estimators': 30, 'criterion': 'log_loss', 'max_features': 'log2', 'warm_start': True} 	 Accuracy:0.9477
{'n_estimators': 30, 'criterion': 'log_loss', 'max_features': 'log2', 'warm_start': False} 	 Accuracy:0.94675
{'n_estimators': 35, 'criterion': 'gini', 'max_features': 'sqrt', 'warm_start': True} 	 Accuracy:0.9484
{'n_estimators': 35, 'criterion': 'gini', 'max_features': 'sqrt', 'warm_start': False} 	 Accuracy:0.9489
{'n_estimators': 35, 'criterion': 'gini', 'max_features': 'log2', 'warm_start': True} 	 Accuracy:0.94745
{'n_estimators': 35, 'criterion': 'gini', 'max_features': 'log2', 'warm_start': False} 	 Accuracy:0.9485
{'n_estimators': 35, 'criterion': 'entropy', 'max_features': 'sqrt', 'warm_start': True} 	 Accuracy:0.94925
{'n_estimators': 35, 'criterion': 'entropy', 'max_features': 'sqrt', 'warm_start': False} 	 Accuracy:0.94915
{'n_estimators': 35, 'criterion': 'entropy', 'max_features': 'log2', 'warm_start': True} 	 Accuracy:0.9494
{'n_estimators': 35, 'criterion': 'entropy', 'max_features': 'log2', 'warm_start': False} 	 Accuracy:0.9487
{'n_estimators': 35, 'criterion': 'log_loss', 'max_features': 'sqrt', 'warm_start': True} 	 Accuracy:0.9488
{'n_estimators': 35, 'criterion': 'log_loss', 'max_features': 'sqrt', 'warm_start': False} 	 Accuracy:0.9473
{'n_estimators': 35, 'criterion': 'log_loss', 'max_features': 'log2', 'warm_start': True} 	 Accuracy:0.9484
{'n_estimators': 35, 'criterion': 'log_loss', 'max_features': 'log2', 'warm_start': False} 	 Accuracy:0.9476
{'n_estimators': 40, 'criterion': 'gini', 'max_features': 'sqrt', 'warm_start': True} 	 Accuracy:0.94765
{'n_estimators': 40, 'criterion': 'gini', 'max_features': 'sqrt', 'warm_start': False} 	 Accuracy:0.94745
{'n_estimators': 40, 'criterion': 'gini', 'max_features': 'log2', 'warm_start': True} 	 Accuracy:0.94905
{'n_estimators': 40, 'criterion': 'gini', 'max_features': 'log2', 'warm_start': False} 	 Accuracy:0.9486
{'n_estimators': 40, 'criterion': 'entropy', 'max_features': 'sqrt', 'warm_start': True} 	 Accuracy:0.9472
{'n_estimators': 40, 'criterion': 'entropy', 'max_features': 'sqrt', 'warm_start': False} 	 Accuracy:0.9472
{'n_estimators': 40, 'criterion': 'entropy', 'max_features': 'log2', 'warm_start': True} 	 Accuracy:0.94765
{'n_estimators': 40, 'criterion': 'entropy', 'max_features': 'log2', 'warm_start': False} 	 Accuracy:0.94595
{'n_estimators': 40, 'criterion': 'log_loss', 'max_features': 'sqrt', 'warm_start': True} 	 Accuracy:0.94645
{'n_estimators': 40, 'criterion': 'log_loss', 'max_features': 'sqrt', 'warm_start': False} 	 Accuracy:0.9472
{'n_estimators': 40, 'criterion': 'log_loss', 'max_features': 'log2', 'warm_start': True} 	 Accuracy:0.94705
{'n_estimators': 40, 'criterion': 'log_loss', 'max_features': 'log2', 'warm_start': False} 	 Accuracy:0.9483
{'n_estimators': 45, 'criterion': 'gini', 'max_features': 'sqrt', 'warm_start': True} 	 Accuracy:0.9465
{'n_estimators': 45, 'criterion': 'gini', 'max_features': 'sqrt', 'warm_start': False} 	 Accuracy:0.94745
{'n_estimators': 45, 'criterion': 'gini', 'max_features': 'log2', 'warm_start': True} 	 Accuracy:0.9467
{'n_estimators': 45, 'criterion': 'gini', 'max_features': 'log2', 'warm_start': False} 	 Accuracy:0.947
{'n_estimators': 45, 'criterion': 'entropy', 'max_features': 'sqrt', 'warm_start': True} 	 Accuracy:0.94675
{'n_estimators': 45, 'criterion': 'entropy', 'max_features': 'sqrt', 'warm_start': False} 	 Accuracy:0.9485
{'n_estimators': 45, 'criterion': 'entropy', 'max_features': 'log2', 'warm_start': True} 	 Accuracy:0.9452
{'n_estimators': 45, 'criterion': 'entropy', 'max_features': 'log2', 'warm_start': False} 	 Accuracy:0.94675
{'n_estimators': 45, 'criterion': 'log_loss', 'max_features': 'sqrt', 'warm_start': True} 	 Accuracy:0.94685
{'n_estimators': 45, 'criterion': 'log_loss', 'max_features': 'sqrt', 'warm_start': False} 	 Accuracy:0.94685
{'n_estimators': 45, 'criterion': 'log_loss', 'max_features': 'log2', 'warm_start': True} 	 Accuracy:0.94625
{'n_estimators': 45, 'criterion': 'log_loss', 'max_features': 'log2', 'warm_start': False} 	 Accuracy:0.9465
{'n_estimators': 50, 'criterion': 'gini', 'max_features': 'sqrt', 'warm_start': True} 	 Accuracy:0.94745
{'n_estimators': 50, 'criterion': 'gini', 'max_features': 'sqrt', 'warm_start': False} 	 Accuracy:0.9483
{'n_estimators': 50, 'criterion': 'gini', 'max_features': 'log2', 'warm_start': True} 	 Accuracy:0.94795
{'n_estimators': 50, 'criterion': 'gini', 'max_features': 'log2', 'warm_start': False} 	 Accuracy:0.948
{'n_estimators': 50, 'criterion': 'entropy', 'max_features': 'sqrt', 'warm_start': True} 	 Accuracy:0.94745
{'n_estimators': 50, 'criterion': 'entropy', 'max_features': 'sqrt', 'warm_start': False} 	 Accuracy:0.94735
{'n_estimators': 50, 'criterion': 'entropy', 'max_features': 'log2', 'warm_start': True} 	 Accuracy:0.94655
{'n_estimators': 50, 'criterion': 'entropy', 'max_features': 'log2', 'warm_start': False} 	 Accuracy:0.94735
{'n_estimators': 50, 'criterion': 'log_loss', 'max_features': 'sqrt', 'warm_start': True} 	 Accuracy:0.9466
{'n_estimators': 50, 'criterion': 'log_loss', 'max_features': 'sqrt', 'warm_start': False} 	 Accuracy:0.94755
{'n_estimators': 50, 'criterion': 'log_loss', 'max_features': 'log2', 'warm_start': True} 	 Accuracy:0.9479
{'n_estimators': 50, 'criterion': 'log_loss', 'max_features': 'log2', 'warm_start': False} 	 Accuracy:0.9482
{'n_estimators': 55, 'criterion': 'gini', 'max_features': 'sqrt', 'warm_start': True} 	 Accuracy:0.9482
{'n_estimators': 55, 'criterion': 'gini', 'max_features': 'sqrt', 'warm_start': False} 	 Accuracy:0.9477
{'n_estimators': 55, 'criterion': 'gini', 'max_features': 'log2', 'warm_start': True} 	 Accuracy:0.94545
{'n_estimators': 55, 'criterion': 'gini', 'max_features': 'log2', 'warm_start': False} 	 Accuracy:0.9483
{'n_estimators': 55, 'criterion': 'entropy', 'max_features': 'sqrt', 'warm_start': True} 	 Accuracy:0.9492
{'n_estimators': 55, 'criterion': 'entropy', 'max_features': 'sqrt', 'warm_start': False} 	 Accuracy:0.94775
{'n_estimators': 55, 'criterion': 'entropy', 'max_features': 'log2', 'warm_start': True} 	 Accuracy:0.9505
{'n_estimators': 55, 'criterion': 'entropy', 'max_features': 'log2', 'warm_start': False} 	 Accuracy:0.95005
{'n_estimators': 55, 'criterion': 'log_loss', 'max_features': 'sqrt', 'warm_start': True} 	 Accuracy:0.95075
{'n_estimators': 55, 'criterion': 'log_loss', 'max_features': 'sqrt', 'warm_start': False} 	 Accuracy:0.9497
{'n_estimators': 55, 'criterion': 'log_loss', 'max_features': 'log2', 'warm_start': True} 	 Accuracy:0.95015
{'n_estimators': 55, 'criterion': 'log_loss', 'max_features': 'log2', 'warm_start': False} 	 Accuracy:0.9495
{'n_estimators': 60, 'criterion': 'gini', 'max_features': 'sqrt', 'warm_start': True} 	 Accuracy:0.9506
{'n_estimators': 60, 'criterion': 'gini', 'max_features': 'sqrt', 'warm_start': False} 	 Accuracy:0.9494
{'n_estimators': 60, 'criterion': 'gini', 'max_features': 'log2', 'warm_start': True} 	 Accuracy:0.94985
{'n_estimators': 60, 'criterion': 'gini', 'max_features': 'log2', 'warm_start': False} 	 Accuracy:0.9517
{'n_estimators': 60, 'criterion': 'entropy', 'max_features': 'sqrt', 'warm_start': True} 	 Accuracy:0.9508
{'n_estimators': 60, 'criterion': 'entropy', 'max_features': 'sqrt', 'warm_start': False} 	 Accuracy:0.94955
{'n_estimators': 60, 'criterion': 'entropy', 'max_features': 'log2', 'warm_start': True} 	 Accuracy:0.9491
{'n_estimators': 60, 'criterion': 'entropy', 'max_features': 'log2', 'warm_start': False} 	 Accuracy:0.9503
{'n_estimators': 60, 'criterion': 'log_loss', 'max_features': 'sqrt', 'warm_start': True} 	 Accuracy:0.9487
{'n_estimators': 60, 'criterion': 'log_loss', 'max_features': 'sqrt', 'warm_start': False} 	 Accuracy:0.95025
{'n_estimators': 60, 'criterion': 'log_loss', 'max_features': 'log2', 'warm_start': True} 	 Accuracy:0.9511
{'n_estimators': 60, 'criterion': 'log_loss', 'max_features': 'log2', 'warm_start': False} 	 Accuracy:0.9504
{'n_estimators': 65, 'criterion': 'gini', 'max_features': 'sqrt', 'warm_start': True} 	 Accuracy:0.9513
{'n_estimators': 65, 'criterion': 'gini', 'max_features': 'sqrt', 'warm_start': False} 	 Accuracy:0.9493
{'n_estimators': 65, 'criterion': 'gini', 'max_features': 'log2', 'warm_start': True} 	 Accuracy:0.95125
{'n_estimators': 65, 'criterion': 'gini', 'max_features': 'log2', 'warm_start': False} 	 Accuracy:0.95085
{'n_estimators': 65, 'criterion': 'entropy', 'max_features': 'sqrt', 'warm_start': True} 	 Accuracy:0.95045
{'n_estimators': 65, 'criterion': 'entropy', 'max_features': 'sqrt', 'warm_start': False} 	 Accuracy:0.951
{'n_estimators': 65, 'criterion': 'entropy', 'max_features': 'log2', 'warm_start': True} 	 Accuracy:0.95
{'n_estimators': 65, 'criterion': 'entropy', 'max_features': 'log2', 'warm_start': False} 	 Accuracy:0.9501
{'n_estimators': 65, 'criterion': 'log_loss', 'max_features': 'sqrt', 'warm_start': True} 	 Accuracy:0.95005
{'n_estimators': 65, 'criterion': 'log_loss', 'max_features': 'sqrt', 'warm_start': False} 	 Accuracy:0.9507
{'n_estimators': 65, 'criterion': 'log_loss', 'max_features': 'log2', 'warm_start': True} 	 Accuracy:0.9486
{'n_estimators': 65, 'criterion': 'log_loss', 'max_features': 'log2', 'warm_start': False} 	 Accuracy:0.9503
{'n_estimators': 70, 'criterion': 'gini', 'max_features': 'sqrt', 'warm_start': True} 	 Accuracy:0.94935
{'n_estimators': 70, 'criterion': 'gini', 'max_features': 'sqrt', 'warm_start': False} 	 Accuracy:0.9518
{'n_estimators': 70, 'criterion': 'gini', 'max_features': 'log2', 'warm_start': True} 	 Accuracy:0.9514
{'n_estimators': 70, 'criterion': 'gini', 'max_features': 'log2', 'warm_start': False} 	 Accuracy:0.9492
{'n_estimators': 70, 'criterion': 'entropy', 'max_features': 'sqrt', 'warm_start': True} 	 Accuracy:0.95
{'n_estimators': 70, 'criterion': 'entropy', 'max_features': 'sqrt', 'warm_start': False} 	 Accuracy:0.94935
{'n_estimators': 70, 'criterion': 'entropy', 'max_features': 'log2', 'warm_start': True} 	 Accuracy:0.94895
{'n_estimators': 70, 'criterion': 'entropy', 'max_features': 'log2', 'warm_start': False} 	 Accuracy:0.95045
{'n_estimators': 70, 'criterion': 'log_loss', 'max_features': 'sqrt', 'warm_start': True} 	 Accuracy:0.94465
{'n_estimators': 70, 'criterion': 'log_loss', 'max_features': 'sqrt', 'warm_start': False} 	 Accuracy:0.9442
{'n_estimators': 70, 'criterion': 'log_loss', 'max_features': 'log2', 'warm_start': True} 	 Accuracy:0.94445
{'n_estimators': 70, 'criterion': 'log_loss', 'max_features': 'log2', 'warm_start': False} 	 Accuracy:0.9438
{'n_estimators': 75, 'criterion': 'gini', 'max_features': 'sqrt', 'warm_start': True} 	 Accuracy:0.94385
{'n_estimators': 75, 'criterion': 'gini', 'max_features': 'sqrt', 'warm_start': False} 	 Accuracy:0.9433
{'n_estimators': 75, 'criterion': 'gini', 'max_features': 'log2', 'warm_start': True} 	 Accuracy:0.94415
{'n_estimators': 75, 'criterion': 'gini', 'max_features': 'log2', 'warm_start': False} 	 Accuracy:0.9445
{'n_estimators': 75, 'criterion': 'entropy', 'max_features': 'sqrt', 'warm_start': True} 	 Accuracy:0.9441
{'n_estimators': 75, 'criterion': 'entropy', 'max_features': 'sqrt', 'warm_start': False} 	 Accuracy:0.9434
{'n_estimators': 75, 'criterion': 'entropy', 'max_features': 'log2', 'warm_start': True} 	 Accuracy:0.9435
{'n_estimators': 75, 'criterion': 'entropy', 'max_features': 'log2', 'warm_start': False} 	 Accuracy:0.9439
{'n_estimators': 75, 'criterion': 'log_loss', 'max_features': 'sqrt', 'warm_start': True} 	 Accuracy:0.9442
{'n_estimators': 75, 'criterion': 'log_loss', 'max_features': 'sqrt', 'warm_start': False} 	 Accuracy:0.94525
{'n_estimators': 75, 'criterion': 'log_loss', 'max_features': 'log2', 'warm_start': True} 	 Accuracy:0.944
{'n_estimators': 75, 'criterion': 'log_loss', 'max_features': 'log2', 'warm_start': False} 	 Accuracy:0.94375
{'n_estimators': 80, 'criterion': 'gini', 'max_features': 'sqrt', 'warm_start': True} 	 Accuracy:0.9438
{'n_estimators': 80, 'criterion': 'gini', 'max_features': 'sqrt', 'warm_start': False} 	 Accuracy:0.9435
{'n_estimators': 80, 'criterion': 'gini', 'max_features': 'log2', 'warm_start': True} 	 Accuracy:0.9443
{'n_estimators': 80, 'criterion': 'gini', 'max_features': 'log2', 'warm_start': False} 	 Accuracy:0.9446
{'n_estimators': 80, 'criterion': 'entropy', 'max_features': 'sqrt', 'warm_start': True} 	 Accuracy:0.9438
{'n_estimators': 80, 'criterion': 'entropy', 'max_features': 'sqrt', 'warm_start': False} 	 Accuracy:0.94405
{'n_estimators': 80, 'criterion': 'entropy', 'max_features': 'log2', 'warm_start': True} 	 Accuracy:0.9457
{'n_estimators': 80, 'criterion': 'entropy', 'max_features': 'log2', 'warm_start': False} 	 Accuracy:0.94505
{'n_estimators': 80, 'criterion': 'log_loss', 'max_features': 'sqrt', 'warm_start': True} 	 Accuracy:0.94335
{'n_estimators': 80, 'criterion': 'log_loss', 'max_features': 'sqrt', 'warm_start': False} 	 Accuracy:0.94395
{'n_estimators': 80, 'criterion': 'log_loss', 'max_features': 'log2', 'warm_start': True} 	 Accuracy:0.9437
{'n_estimators': 80, 'criterion': 'log_loss', 'max_features': 'log2', 'warm_start': False} 	 Accuracy:0.944
{'n_estimators': 85, 'criterion': 'gini', 'max_features': 'sqrt', 'warm_start': True} 	 Accuracy:0.94425
{'n_estimators': 85, 'criterion': 'gini', 'max_features': 'sqrt', 'warm_start': False} 	 Accuracy:0.94435
{'n_estimators': 85, 'criterion': 'gini', 'max_features': 'log2', 'warm_start': True} 	 Accuracy:0.9457
{'n_estimators': 85, 'criterion': 'gini', 'max_features': 'log2', 'warm_start': False} 	 Accuracy:0.94335
{'n_estimators': 85, 'criterion': 'entropy', 'max_features': 'sqrt', 'warm_start': True} 	 Accuracy:0.94385
{'n_estimators': 85, 'criterion': 'entropy', 'max_features': 'sqrt', 'warm_start': False} 	 Accuracy:0.94465
{'n_estimators': 85, 'criterion': 'entropy', 'max_features': 'log2', 'warm_start': True} 	 Accuracy:0.9448
{'n_estimators': 85, 'criterion': 'entropy', 'max_features': 'log2', 'warm_start': False} 	 Accuracy:0.94425
{'n_estimators': 85, 'criterion': 'log_loss', 'max_features': 'sqrt', 'warm_start': True} 	 Accuracy:0.9442
{'n_estimators': 85, 'criterion': 'log_loss', 'max_features': 'sqrt', 'warm_start': False} 	 Accuracy:0.9443
{'n_estimators': 85, 'criterion': 'log_loss', 'max_features': 'log2', 'warm_start': True} 	 Accuracy:0.94795
{'n_estimators': 85, 'criterion': 'log_loss', 'max_features': 'log2', 'warm_start': False} 	 Accuracy:0.9496
{'n_estimators': 90, 'criterion': 'gini', 'max_features': 'sqrt', 'warm_start': True} 	 Accuracy:0.9493
{'n_estimators': 90, 'criterion': 'gini', 'max_features': 'sqrt', 'warm_start': False} 	 Accuracy:0.9486
{'n_estimators': 90, 'criterion': 'gini', 'max_features': 'log2', 'warm_start': True} 	 Accuracy:0.9491
{'n_estimators': 90, 'criterion': 'gini', 'max_features': 'log2', 'warm_start': False} 	 Accuracy:0.9489
{'n_estimators': 90, 'criterion': 'entropy', 'max_features': 'sqrt', 'warm_start': True} 	 Accuracy:0.9482
{'n_estimators': 90, 'criterion': 'entropy', 'max_features': 'sqrt', 'warm_start': False} 	 Accuracy:0.9482
{'n_estimators': 90, 'criterion': 'entropy', 'max_features': 'log2', 'warm_start': True} 	 Accuracy:0.9493
{'n_estimators': 90, 'criterion': 'entropy', 'max_features': 'log2', 'warm_start': False} 	 Accuracy:0.949
{'n_estimators': 90, 'criterion': 'log_loss', 'max_features': 'sqrt', 'warm_start': True} 	 Accuracy:0.9486
{'n_estimators': 90, 'criterion': 'log_loss', 'max_features': 'sqrt', 'warm_start': False} 	 Accuracy:0.9486
{'n_estimators': 90, 'criterion': 'log_loss', 'max_features': 'log2', 'warm_start': True} 	 Accuracy:0.9487
{'n_estimators': 90, 'criterion': 'log_loss', 'max_features': 'log2', 'warm_start': False} 	 Accuracy:0.94805
{'n_estimators': 95, 'criterion': 'gini', 'max_features': 'sqrt', 'warm_start': True} 	 Accuracy:0.9498
{'n_estimators': 95, 'criterion': 'gini', 'max_features': 'sqrt', 'warm_start': False} 	 Accuracy:0.94825
{'n_estimators': 95, 'criterion': 'gini', 'max_features': 'log2', 'warm_start': True} 	 Accuracy:0.94925
{'n_estimators': 95, 'criterion': 'gini', 'max_features': 'log2', 'warm_start': False} 	 Accuracy:0.9488
{'n_estimators': 95, 'criterion': 'entropy', 'max_features': 'sqrt', 'warm_start': True} 	 Accuracy:0.949
{'n_estimators': 95, 'criterion': 'entropy', 'max_features': 'sqrt', 'warm_start': False} 	 Accuracy:0.9486
{'n_estimators': 95, 'criterion': 'entropy', 'max_features': 'log2', 'warm_start': True} 	 Accuracy:0.9488
{'n_estimators': 95, 'criterion': 'entropy', 'max_features': 'log2', 'warm_start': False} 	 Accuracy:0.94855
{'n_estimators': 95, 'criterion': 'log_loss', 'max_features': 'sqrt', 'warm_start': True} 	 Accuracy:0.948
{'n_estimators': 95, 'criterion': 'log_loss', 'max_features': 'sqrt', 'warm_start': False} 	 Accuracy:0.9496
{'n_estimators': 95, 'criterion': 'log_loss', 'max_features': 'log2', 'warm_start': True} 	 Accuracy:0.9484
{'n_estimators': 95, 'criterion': 'log_loss', 'max_features': 'log2', 'warm_start': False} 	 Accuracy:0.9488
{'n_estimators': 100, 'criterion': 'gini', 'max_features': 'sqrt', 'warm_start': True} 	 Accuracy:0.94915
{'n_estimators': 100, 'criterion': 'gini', 'max_features': 'sqrt', 'warm_start': False} 	 Accuracy:0.94955
{'n_estimators': 100, 'criterion': 'gini', 'max_features': 'log2', 'warm_start': True} 	 Accuracy:0.9491
{'n_estimators': 100, 'criterion': 'gini', 'max_features': 'log2', 'warm_start': False} 	 Accuracy:0.94955
{'n_estimators': 100, 'criterion': 'entropy', 'max_features': 'sqrt', 'warm_start': True} 	 Accuracy:0.94805
{'n_estimators': 100, 'criterion': 'entropy', 'max_features': 'sqrt', 'warm_start': False} 	 Accuracy:0.94885
{'n_estimators': 100, 'criterion': 'entropy', 'max_features': 'log2', 'warm_start': True} 	 Accuracy:0.94915
{'n_estimators': 100, 'criterion': 'entropy', 'max_features': 'log2', 'warm_start': False} 	 Accuracy:0.9499
{'n_estimators': 100, 'criterion': 'log_loss', 'max_features': 'sqrt', 'warm_start': True} 	 Accuracy:0.94955
{'n_estimators': 100, 'criterion': 'log_loss', 'max_features': 'sqrt', 'warm_start': False} 	 Accuracy:0.9486
{'n_estimators': 100, 'criterion': 'log_loss', 'max_features': 'log2', 'warm_start': True} 	 Accuracy:0.9485
{'n_estimators': 100, 'criterion': 'log_loss', 'max_features': 'log2', 'warm_start': False} 	 Accuracy:0.94915
Proceso 1 tiene 38 combinaciones.
Proceso 2 tiene 38 combinaciones.
Proceso 3 tiene 38 combinaciones.
Proceso 4 tiene 38 combinaciones.
Proceso 5 tiene 38 combinaciones.
Proceso 6 tiene 38 combinaciones.
Program finished in 389.99783270000626 seconds
{'n_estimators': 10, 'criterion': 'gini', 'max_features': 'sqrt', 'warm_start': True} 	 Accuracy:0.94195
{'n_estimators': 10, 'criterion': 'gini', 'max_features': 'sqrt', 'warm_start': False} 	 Accuracy:0.9422
{'n_estimators': 10, 'criterion': 'gini', 'max_features': 'log2', 'warm_start': True} 	 Accuracy:0.94035
{'n_estimators': 10, 'criterion': 'gini', 'max_features': 'log2', 'warm_start': False} 	 Accuracy:0.93995
{'n_estimators': 10, 'criterion': 'entropy', 'max_features': 'sqrt', 'warm_start': True} 	 Accuracy:0.94105
{'n_estimators': 10, 'criterion': 'entropy', 'max_features': 'sqrt', 'warm_start': False} 	 Accuracy:0.9396
{'n_estimators': 10, 'criterion': 'entropy', 'max_features': 'log2', 'warm_start': True} 	 Accuracy:0.93915
{'n_estimators': 10, 'criterion': 'entropy', 'max_features': 'log2', 'warm_start': False} 	 Accuracy:0.94125
{'n_estimators': 10, 'criterion': 'log_loss', 'max_features': 'sqrt', 'warm_start': True} 	 Accuracy:0.9387
{'n_estimators': 10, 'criterion': 'log_loss', 'max_features': 'sqrt', 'warm_start': False} 	 Accuracy:0.93925
